category,Table Name,zipcode,bachelor,high.school,income,pop.asian,pop.black,pop.hawai,pop.indian,pop.multi,pop.other,pop.white,population,sale.dollars,sale.volume,unemployment
Distilled Spirits,project.sales.zipcodes.csv,51462,,,,,,,,,,,,151,6,
Amaretto,project.sales.zipcodes.csv,51462,,,,,,,,,,,,16,2,
Distilled Spirits,project.sales.zipcodes.csv,52031,,,,,,,,,,,,664,29,
Whisky,project.sales.zipcodes.csv,52037,,,,,,,,,,,,4360,281,
Gin,project.sales.zipcodes.csv,52037,,,,,,,,,,,,42,2,
Vodka,project.sales.zipcodes.csv,52037,,,,,,,,,,,,3611,398,
Rum,project.sales.zipcodes.csv,52037,,,,,,,,,,,,1192,83,
Brandy,project.sales.zipcodes.csv,52037,,,,,,,,,,,,309,26,
Tequila,project.sales.zipcodes.csv,52037,,,,,,,,,,,,1031,47,
Misc,project.sales.zipcodes.csv,52037,,,,,,,,,,,,373,21,
Schnapps,project.sales.zipcodes.csv,52037,,,,,,,,,,,,158,17,
Distilled Spirits,project.sales.zipcodes.csv,52037,,,,,,,,,,,,151,6,
Amaretto,project.sales.zipcodes.csv,52037,,,,,,,,,,,,12,2,
Whisky,project.sales.zipcodes.csv,51443,,,,,,,,,,,,12785,918,
Gin,project.sales.zipcodes.csv,51443,,,,,,,,,,,,171,13,
Vodka,project.sales.zipcodes.csv,51443,,,,,,,,,,,,7181,687,
Misc,project.sales.zipcodes.csv,51443,,,,,,,,,,,,814,47,
Rum,project.sales.zipcodes.csv,51443,,,,,,,,,,,,6059,380,
Brandy,project.sales.zipcodes.csv,51443,,,,,,,,,,,,119,12,
Tequila,project.sales.zipcodes.csv,51443,,,,,,,,,,,,642,34,
Schnapps,project.sales.zipcodes.csv,51443,,,,,,,,,,,,391,31,
Distilled Spirits,project.sales.zipcodes.csv,51443,,,,,,,,,,,,89,3,
Amaretto,project.sales.zipcodes.csv,51443,,,,,,,,,,,,34,5,
Rum,project.sales.zipcodes.csv,52352,,,,,,,,,,,,3587,257,
Whisky,project.sales.zipcodes.csv,52352,,,,,,,,,,,,8720,584,
Gin,project.sales.zipcodes.csv,52352,,,,,,,,,,,,277,20,
Vodka,project.sales.zipcodes.csv,52352,,,,,,,,,,,,4045,456,
Brandy,project.sales.zipcodes.csv,52352,,,,,,,,,,,,1269,104,
Tequila,project.sales.zipcodes.csv,52352,,,,,,,,,,,,592,20,
Misc,project.sales.zipcodes.csv,52352,,,,,,,,,,,,993,43,
Schnapps,project.sales.zipcodes.csv,52352,,,,,,,,,,,,716,45,
Distilled Spirits,project.sales.zipcodes.csv,52352,,,,,,,,,,,,900,33,
Amaretto,project.sales.zipcodes.csv,52352,,,,,,,,,,,,36,5,
Whisky,project.sales.zipcodes.csv,50056,,,,,,,,,,,,21491,1498,
Misc,project.sales.zipcodes.csv,50056,,,,,,,,,,,,1126,52,
Rum,project.sales.zipcodes.csv,50056,,,,,,,,,,,,5456,358,
Gin,project.sales.zipcodes.csv,50056,,,,,,,,,,,,143,9,
Vodka,project.sales.zipcodes.csv,50056,,,,,,,,,,,,8667,971,
Brandy,project.sales.zipcodes.csv,50056,,,,,,,,,,,,207,12,
Tequila,project.sales.zipcodes.csv,50056,,,,,,,,,,,,805,35,
Schnapps,project.sales.zipcodes.csv,50056,,,,,,,,,,,,813,73,
Distilled Spirits,project.sales.zipcodes.csv,50056,,,,,,,,,,,,249,9,
Amaretto,project.sales.zipcodes.csv,50056,,,,,,,,,,,,109,15,
Misc,project.sales.zipcodes.csv,52345,,,,,,,,,,,,2583,94,
Whisky,project.sales.zipcodes.csv,52345,,,,,,,,,,,,13717,905,
Gin,project.sales.zipcodes.csv,52345,,,,,,,,,,,,145,11,
Vodka,project.sales.zipcodes.csv,52345,,,,,,,,,,,,10145,1149,
Rum,project.sales.zipcodes.csv,52345,,,,,,,,,,,,7137,455,
Brandy,project.sales.zipcodes.csv,52345,,,,,,,,,,,,273,22,
Amaretto,project.sales.zipcodes.csv,52345,,,,,,,,,,,,20,3,
Schnapps,project.sales.zipcodes.csv,52345,,,,,,,,,,,,449,44,
Distilled Spirits,project.sales.zipcodes.csv,52345,,,,,,,,,,,,76,2,
Tequila,project.sales.zipcodes.csv,52345,,,,,,,,,,,,380,17,
Misc,project.sales.zipcodes.csv,52728,,,,,,,,,,,,1213,51,
Rum,project.sales.zipcodes.csv,52728,,,,,,,,,,,,6392,419,
Whisky,project.sales.zipcodes.csv,52728,,,,,,,,,,,,12023,803,
Gin,project.sales.zipcodes.csv,52728,,,,,,,,,,,,135,7,
Vodka,project.sales.zipcodes.csv,52728,,,,,,,,,,,,10162,1081,
Brandy,project.sales.zipcodes.csv,52728,,,,,,,,,,,,93,4,
Tequila,project.sales.zipcodes.csv,52728,,,,,,,,,,,,979,42,
Schnapps,project.sales.zipcodes.csv,52728,,,,,,,,,,,,1674,116,
Distilled Spirits,project.sales.zipcodes.csv,52728,,,,,,,,,,,,748,34,
Amaretto,project.sales.zipcodes.csv,52728,,,,,,,,,,,,39,6,
Rum,project.sales.zipcodes.csv,50475,,,,,,,,,,,,3279,209,
Whisky,project.sales.zipcodes.csv,50475,,,,,,,,,,,,9589,668,
Gin,project.sales.zipcodes.csv,50475,,,,,,,,,,,,365,35,
Vodka,project.sales.zipcodes.csv,50475,,,,,,,,,,,,8176,928,
Brandy,project.sales.zipcodes.csv,50475,,,,,,,,,,,,825,71,
Tequila,project.sales.zipcodes.csv,50475,,,,,,,,,,,,430,32,
Misc,project.sales.zipcodes.csv,50475,,,,,,,,,,,,453,22,
Distilled Spirits,project.sales.zipcodes.csv,50475,,,,,,,,,,,,95,4,
Amaretto,project.sales.zipcodes.csv,50475,,,,,,,,,,,,36,5,
Schnapps,project.sales.zipcodes.csv,50475,,,,,,,,,,,,859,107,
Misc,project.sales.zipcodes.csv,52625,,,,,,,,,,,,1392,58,
Rum,project.sales.zipcodes.csv,52625,,,,,,,,,,,,3414,235,
Whisky,project.sales.zipcodes.csv,52625,,,,,,,,,,,,8717,441,
Gin,project.sales.zipcodes.csv,52625,,,,,,,,,,,,113,9,
Vodka,project.sales.zipcodes.csv,52625,,,,,,,,,,,,4861,485,
Brandy,project.sales.zipcodes.csv,52625,,,,,,,,,,,,224,18,
Tequila,project.sales.zipcodes.csv,52625,,,,,,,,,,,,596,30,
Schnapps,project.sales.zipcodes.csv,52625,,,,,,,,,,,,861,53,
Amaretto,project.sales.zipcodes.csv,52625,,,,,,,,,,,,12,2,
Distilled Spirits,project.sales.zipcodes.csv,52625,,,,,,,,,,,,113,3,
Whisky,project.sales.zipcodes.csv,50542,,,,,,,,,,,,8812,592,
Gin,project.sales.zipcodes.csv,50542,,,,,,,,,,,,35,2,
Vodka,project.sales.zipcodes.csv,50542,,,,,,,,,,,,6951,887,
Rum,project.sales.zipcodes.csv,50542,,,,,,,,,,,,2402,155,
Brandy,project.sales.zipcodes.csv,50542,,,,,,,,,,,,143,13,
Misc,project.sales.zipcodes.csv,50542,,,,,,,,,,,,683,29,
Schnapps,project.sales.zipcodes.csv,50542,,,,,,,,,,,,704,40,
Amaretto,project.sales.zipcodes.csv,50542,,,,,,,,,,,,12,2,
Tequila,project.sales.zipcodes.csv,50542,,,,,,,,,,,,437,12,
Whisky,project.sales.zipcodes.csv,50675,,,,,,,,,,,,39718,3227,
Gin,project.sales.zipcodes.csv,50675,,,,,,,,,,,,2112,196,
Vodka,project.sales.zipcodes.csv,50675,,,,,,,,,,,,22802,2464,
Misc,project.sales.zipcodes.csv,50675,,,,,,,,,,,,7145,467,
Rum,project.sales.zipcodes.csv,50675,,,,,,,,,,,,15199,1086,
Brandy,project.sales.zipcodes.csv,50675,,,,,,,,,,,,2402,211,
Tequila,project.sales.zipcodes.csv,50675,,,,,,,,,,,,2466,179,
Amaretto,project.sales.zipcodes.csv,50675,,,,,,,,,,,,150,20,
Schnapps,project.sales.zipcodes.csv,50675,,,,,,,,,,,,3283,294,
Distilled Spirits,project.sales.zipcodes.csv,50675,,,,,,,,,,,,165,8,
Misc,project.sales.zipcodes.csv,52306,,,,,,,,,,,,715,33,
Rum,project.sales.zipcodes.csv,52306,,,,,,,,,,,,4241,270,
Whisky,project.sales.zipcodes.csv,52306,,,,,,,,,,,,11529,733,
Gin,project.sales.zipcodes.csv,52306,,,,,,,,,,,,276,19,
Vodka,project.sales.zipcodes.csv,52306,,,,,,,,,,,,7214,683,
Brandy,project.sales.zipcodes.csv,52306,,,,,,,,,,,,352,22,
Tequila,project.sales.zipcodes.csv,52306,,,,,,,,,,,,870,30,
Schnapps,project.sales.zipcodes.csv,52306,,,,,,,,,,,,2396,155,
Distilled Spirits,project.sales.zipcodes.csv,52306,,,,,,,,,,,,497,22,
Amaretto,project.sales.zipcodes.csv,52306,,,,,,,,,,,,18,3,
Misc,project.sales.zipcodes.csv,51027,,,,,,,,,,,,503,22,
Whisky,project.sales.zipcodes.csv,51027,,,,,,,,,,,,8191,502,
Gin,project.sales.zipcodes.csv,51027,,,,,,,,,,,,324,17,
Vodka,project.sales.zipcodes.csv,51027,,,,,,,,,,,,1353,142,
Rum,project.sales.zipcodes.csv,51027,,,,,,,,,,,,3913,254,
Brandy,project.sales.zipcodes.csv,51027,,,,,,,,,,,,336,38,
Amaretto,project.sales.zipcodes.csv,51027,,,,,,,,,,,,115,14,
Schnapps,project.sales.zipcodes.csv,51027,,,,,,,,,,,,1115,78,
Tequila,project.sales.zipcodes.csv,51027,,,,,,,,,,,,237,8,
Whisky,project.sales.zipcodes.csv,52747,,,,,,,,,,,,29466,2256,
Gin,project.sales.zipcodes.csv,52747,,,,,,,,,,,,1437,174,
Vodka,project.sales.zipcodes.csv,52747,,,,,,,,,,,,16521,1806,
Misc,project.sales.zipcodes.csv,52747,,,,,,,,,,,,3782,299,
Rum,project.sales.zipcodes.csv,52747,,,,,,,,,,,,10763,760,
Brandy,project.sales.zipcodes.csv,52747,,,,,,,,,,,,1357,125,
Tequila,project.sales.zipcodes.csv,52747,,,,,,,,,,,,1470,118,
Schnapps,project.sales.zipcodes.csv,52747,,,,,,,,,,,,3740,329,
Amaretto,project.sales.zipcodes.csv,52747,,,,,,,,,,,,627,67,
Distilled Spirits,project.sales.zipcodes.csv,52747,,,,,,,,,,,,298,14,
Misc,project.sales.zipcodes.csv,51058,,,,,,,,,,,,2064,118,
Rum,project.sales.zipcodes.csv,51058,,,,,,,,,,,,7346,538,
Whisky,project.sales.zipcodes.csv,51058,,,,,,,,,,,,19371,1561,
Gin,project.sales.zipcodes.csv,51058,,,,,,,,,,,,517,59,
Vodka,project.sales.zipcodes.csv,51058,,,,,,,,,,,,7203,699,
Brandy,project.sales.zipcodes.csv,51058,,,,,,,,,,,,337,24,
Tequila,project.sales.zipcodes.csv,51058,,,,,,,,,,,,1506,98,
Schnapps,project.sales.zipcodes.csv,51058,,,,,,,,,,,,2285,151,
Amaretto,project.sales.zipcodes.csv,51058,,,,,,,,,,,,55,8,
Distilled Spirits,project.sales.zipcodes.csv,51058,,,,,,,,,,,,178,9,
Rum,project.sales.zipcodes.csv,50602,,,,,,,,,,,,12220,922,
Whisky,project.sales.zipcodes.csv,50602,,,,,,,,,,,,33315,2712,
Gin,project.sales.zipcodes.csv,50602,,,,,,,,,,,,263,25,
Vodka,project.sales.zipcodes.csv,50602,,,,,,,,,,,,17988,2184,
Brandy,project.sales.zipcodes.csv,50602,,,,,,,,,,,,2385,209,
Tequila,project.sales.zipcodes.csv,50602,,,,,,,,,,,,1334,84,
Misc,project.sales.zipcodes.csv,50602,,,,,,,,,,,,3802,220,
Distilled Spirits,project.sales.zipcodes.csv,50602,,,,,,,,,,,,428,18,
Amaretto,project.sales.zipcodes.csv,50602,,,,,,,,,,,,53,8,
Schnapps,project.sales.zipcodes.csv,50602,,,,,,,,,,,,3424,313,
Rum,project.sales.zipcodes.csv,51640,,,,,,,,,,,,5007,275,
Whisky,project.sales.zipcodes.csv,51640,,,,,,,,,,,,8931,592,
Gin,project.sales.zipcodes.csv,51640,,,,,,,,,,,,70,8,
Vodka,project.sales.zipcodes.csv,51640,,,,,,,,,,,,3523,365,
Misc,project.sales.zipcodes.csv,51640,,,,,,,,,,,,1100,46,
Brandy,project.sales.zipcodes.csv,51640,,,,,,,,,,,,124,7,
Tequila,project.sales.zipcodes.csv,51640,,,,,,,,,,,,386,17,
Schnapps,project.sales.zipcodes.csv,51640,,,,,,,,,,,,575,30,
Distilled Spirits,project.sales.zipcodes.csv,51640,,,,,,,,,,,,726,34,
Amaretto,project.sales.zipcodes.csv,51640,,,,,,,,,,,,24,4,
Rum,project.sales.zipcodes.csv,50598,,,,,,,,,,,,2786,211,
Whisky,project.sales.zipcodes.csv,50598,,,,,,,,,,,,4487,348,
Gin,project.sales.zipcodes.csv,50598,,,,,,,,,,,,82,9,
Vodka,project.sales.zipcodes.csv,50598,,,,,,,,,,,,1568,150,
Misc,project.sales.zipcodes.csv,50598,,,,,,,,,,,,2291,109,
Brandy,project.sales.zipcodes.csv,50598,,,,,,,,,,,,109,6,
Schnapps,project.sales.zipcodes.csv,50598,,,,,,,,,,,,1432,111,
Tequila,project.sales.zipcodes.csv,50598,,,,,,,,,,,,497,20,
Amaretto,project.sales.zipcodes.csv,50598,,,,,,,,,,,,54,7,
Distilled Spirits,project.sales.zipcodes.csv,50598,,,,,,,,,,,,38,2,
Rum,project.sales.zipcodes.csv,50244,,,,,,,,,,,,6146,400,
Whisky,project.sales.zipcodes.csv,50244,,,,,,,,,,,,19447,1184,
Gin,project.sales.zipcodes.csv,50244,,,,,,,,,,,,104,6,
Vodka,project.sales.zipcodes.csv,50244,,,,,,,,,,,,13971,1391,
Brandy,project.sales.zipcodes.csv,50244,,,,,,,,,,,,171,12,
Tequila,project.sales.zipcodes.csv,50244,,,,,,,,,,,,551,25,
Misc,project.sales.zipcodes.csv,50244,,,,,,,,,,,,1833,88,
Schnapps,project.sales.zipcodes.csv,50244,,,,,,,,,,,,506,42,
Distilled Spirits,project.sales.zipcodes.csv,50244,,,,,,,,,,,,564,24,
Amaretto,project.sales.zipcodes.csv,50244,,,,,,,,,,,,117,17,
Misc,project.sales.zipcodes.csv,50276,,,,,,,,,,,,1325,96,
Whisky,project.sales.zipcodes.csv,50276,,,,,,,,,,,,12956,885,
Gin,project.sales.zipcodes.csv,50276,,,,,,,,,,,,40,3,
Vodka,project.sales.zipcodes.csv,50276,,,,,,,,,,,,7871,801,
Rum,project.sales.zipcodes.csv,50276,,,,,,,,,,,,5058,342,
Brandy,project.sales.zipcodes.csv,50276,,,,,,,,,,,,134,7,
Tequila,project.sales.zipcodes.csv,50276,,,,,,,,,,,,413,18,
Schnapps,project.sales.zipcodes.csv,50276,,,,,,,,,,,,357,26,
Distilled Spirits,project.sales.zipcodes.csv,50276,,,,,,,,,,,,333,15,
Amaretto,project.sales.zipcodes.csv,50276,,,,,,,,,,,,7,1,
Whisky,project.sales.zipcodes.csv,52626,,,,,,,,,,,,15272,972,
Gin,project.sales.zipcodes.csv,52626,,,,,,,,,,,,254,18,
Vodka,project.sales.zipcodes.csv,52626,,,,,,,,,,,,5190,607,
Rum,project.sales.zipcodes.csv,52626,,,,,,,,,,,,2626,163,
Brandy,project.sales.zipcodes.csv,52626,,,,,,,,,,,,158,11,
Misc,project.sales.zipcodes.csv,52626,,,,,,,,,,,,1116,52,
Tequila,project.sales.zipcodes.csv,52626,,,,,,,,,,,,772,40,
Schnapps,project.sales.zipcodes.csv,52626,,,,,,,,,,,,1907,116,
Distilled Spirits,project.sales.zipcodes.csv,52626,,,,,,,,,,,,307,15,
Amaretto,project.sales.zipcodes.csv,52626,,,,,,,,,,,,41,4,
Whisky,project.sales.zipcodes.csv,52751,,,,,,,,,,,,15887,1163,
Gin,project.sales.zipcodes.csv,52751,,,,,,,,,,,,410,43,
Vodka,project.sales.zipcodes.csv,52751,,,,,,,,,,,,7217,752,
Rum,project.sales.zipcodes.csv,52751,,,,,,,,,,,,6083,365,
Brandy,project.sales.zipcodes.csv,52751,,,,,,,,,,,,582,45,
Tequila,project.sales.zipcodes.csv,52751,,,,,,,,,,,,841,39,
Misc,project.sales.zipcodes.csv,52751,,,,,,,,,,,,1822,88,
Schnapps,project.sales.zipcodes.csv,52751,,,,,,,,,,,,4292,453,
Amaretto,project.sales.zipcodes.csv,52751,,,,,,,,,,,,106,17,
Whisky,project.sales.zipcodes.csv,52046,,,,,,,,,,,,13997,1018,
Gin,project.sales.zipcodes.csv,52046,,,,,,,,,,,,107,12,
Vodka,project.sales.zipcodes.csv,52046,,,,,,,,,,,,7236,773,
Misc,project.sales.zipcodes.csv,52046,,,,,,,,,,,,807,39,
Rum,project.sales.zipcodes.csv,52046,,,,,,,,,,,,5328,332,
Brandy,project.sales.zipcodes.csv,52046,,,,,,,,,,,,85,7,
Schnapps,project.sales.zipcodes.csv,52046,,,,,,,,,,,,1134,108,
Amaretto,project.sales.zipcodes.csv,52046,,,,,,,,,,,,37,6,
Distilled Spirits,project.sales.zipcodes.csv,52046,,,,,,,,,,,,19,0,
Tequila,project.sales.zipcodes.csv,52046,,,,,,,,,,,,311,11,
Rum,project.sales.zipcodes.csv,51247,,,,,,,,,,,,31625,2029,
Whisky,project.sales.zipcodes.csv,51247,,,,,,,,,,,,48714,3416,
Gin,project.sales.zipcodes.csv,51247,,,,,,,,,,,,566,48,
Vodka,project.sales.zipcodes.csv,51247,,,,,,,,,,,,20014,2113,
Misc,project.sales.zipcodes.csv,51247,,,,,,,,,,,,7105,340,
Brandy,project.sales.zipcodes.csv,51247,,,,,,,,,,,,2266,156,
Tequila,project.sales.zipcodes.csv,51247,,,,,,,,,,,,8798,303,
Amaretto,project.sales.zipcodes.csv,51247,,,,,,,,,,,,666,66,
Schnapps,project.sales.zipcodes.csv,51247,,,,,,,,,,,,8875,582,
Distilled Spirits,project.sales.zipcodes.csv,51247,,,,,,,,,,,,79,2,
Misc,project.sales.zipcodes.csv,51561,,,,,,,,,,,,8587,428,
Whisky,project.sales.zipcodes.csv,51561,,,,,,,,,,,,46552,2828,
Vodka,project.sales.zipcodes.csv,51561,,,,,,,,,,,,16577,1577,
Rum,project.sales.zipcodes.csv,51561,,,,,,,,,,,,10438,742,
Schnapps,project.sales.zipcodes.csv,51561,,,,,,,,,,,,5209,373,
Distilled Spirits,project.sales.zipcodes.csv,51561,,,,,,,,,,,,1163,47,
Gin,project.sales.zipcodes.csv,51561,,,,,,,,,,,,925,70,
Brandy,project.sales.zipcodes.csv,51561,,,,,,,,,,,,1447,102,
Tequila,project.sales.zipcodes.csv,51561,,,,,,,,,,,,4537,217,
Amaretto,project.sales.zipcodes.csv,51561,,,,,,,,,,,,298,30,
Rum,project.sales.zipcodes.csv,50540,,,,,,,,,,,,6689,437,
Whisky,project.sales.zipcodes.csv,50540,,,,,,,,,,,,4961,378,
Gin,project.sales.zipcodes.csv,50540,,,,,,,,,,,,68,4,
Vodka,project.sales.zipcodes.csv,50540,,,,,,,,,,,,2232,281,
Brandy,project.sales.zipcodes.csv,50540,,,,,,,,,,,,29,1,
Misc,project.sales.zipcodes.csv,50540,,,,,,,,,,,,462,22,
Tequila,project.sales.zipcodes.csv,50540,,,,,,,,,,,,224,9,
Schnapps,project.sales.zipcodes.csv,50540,,,,,,,,,,,,228,15,
Amaretto,project.sales.zipcodes.csv,50540,,,,,,,,,,,,36,5,
Misc,project.sales.zipcodes.csv,50846,,,,,,,,,,,,3199,211,
Gin,project.sales.zipcodes.csv,50846,,,,,,,,,,,,225,19,
Rum,project.sales.zipcodes.csv,50846,,,,,,,,,,,,4422,315,
Brandy,project.sales.zipcodes.csv,50846,,,,,,,,,,,,2792,260,
Amaretto,project.sales.zipcodes.csv,50846,,,,,,,,,,,,342,49,
Distilled Spirits,project.sales.zipcodes.csv,50846,,,,,,,,,,,,944,81,
Rum,project.sales.zipcodes.csv,50161,,,,,,,,,,,,4414,273,
Whisky,project.sales.zipcodes.csv,50161,,,,,,,,,,,,18549,1434,
Gin,project.sales.zipcodes.csv,50161,,,,,,,,,,,,74,5,
Vodka,project.sales.zipcodes.csv,50161,,,,,,,,,,,,5169,540,
Brandy,project.sales.zipcodes.csv,50161,,,,,,,,,,,,1054,88,
Misc,project.sales.zipcodes.csv,50161,,,,,,,,,,,,747,37,
Tequila,project.sales.zipcodes.csv,50161,,,,,,,,,,,,400,18,
Schnapps,project.sales.zipcodes.csv,50161,,,,,,,,,,,,683,68,
Distilled Spirits,project.sales.zipcodes.csv,50161,,,,,,,,,,,,322,14,
Amaretto,project.sales.zipcodes.csv,50161,,,,,,,,,,,,30,4,
Rum,project.sales.zipcodes.csv,50261,,,,,,,,,,,,2930,194,
Misc,project.sales.zipcodes.csv,50261,,,,,,,,,,,,621,32,
Whisky,project.sales.zipcodes.csv,50261,,,,,,,,,,,,8268,505,
Gin,project.sales.zipcodes.csv,50261,,,,,,,,,,,,143,11,
Vodka,project.sales.zipcodes.csv,50261,,,,,,,,,,,,5150,579,
Brandy,project.sales.zipcodes.csv,50261,,,,,,,,,,,,145,10,
Tequila,project.sales.zipcodes.csv,50261,,,,,,,,,,,,348,15,
Schnapps,project.sales.zipcodes.csv,50261,,,,,,,,,,,,264,18,
Distilled Spirits,project.sales.zipcodes.csv,50261,,,,,,,,,,,,249,11,
Amaretto,project.sales.zipcodes.csv,50261,,,,,,,,,,,,30,4,
Rum,project.sales.zipcodes.csv,50251,,,,,,,,,,,,3732,232,
Whisky,project.sales.zipcodes.csv,50251,,,,,,,,,,,,5614,349,
Gin,project.sales.zipcodes.csv,50251,,,,,,,,,,,,66,5,
Vodka,project.sales.zipcodes.csv,50251,,,,,,,,,,,,2670,241,
Brandy,project.sales.zipcodes.csv,50251,,,,,,,,,,,,346,31,
Tequila,project.sales.zipcodes.csv,50251,,,,,,,,,,,,511,17,
Misc,project.sales.zipcodes.csv,50251,,,,,,,,,,,,420,19,
Schnapps,project.sales.zipcodes.csv,50251,,,,,,,,,,,,919,64,
Distilled Spirits,project.sales.zipcodes.csv,50251,,,,,,,,,,,,75,3,
Amaretto,project.sales.zipcodes.csv,50251,,,,,,,,,,,,50,8,
Amaretto,project.sales.zipcodes.csv,52803,,,,,,,,,,,,180,14,
Distilled Spirits,project.sales.zipcodes.csv,52803,,,,,,,,,,,,595,24,
Whisky,project.sales.zipcodes.csv,51510,,,,,,,,,,,,27276,1623,
Gin,project.sales.zipcodes.csv,51510,,,,,,,,,,,,1172,92,
Vodka,project.sales.zipcodes.csv,51510,,,,,,,,,,,,20180,1971,
Rum,project.sales.zipcodes.csv,51510,,,,,,,,,,,,14397,865,
Brandy,project.sales.zipcodes.csv,51510,,,,,,,,,,,,4517,265,
Misc,project.sales.zipcodes.csv,51510,,,,,,,,,,,,4348,174,
Tequila,project.sales.zipcodes.csv,51510,,,,,,,,,,,,2419,118,
Schnapps,project.sales.zipcodes.csv,51510,,,,,,,,,,,,1925,130,
Misc,project.sales.zipcodes.csv,50590,,,,,,,,,,,,3463,190,
Whisky,project.sales.zipcodes.csv,50590,,,,,,,,,,,,19273,1548,
Tequila,project.sales.zipcodes.csv,50590,,,,,,,,,,,,1302,71,
Vodka,project.sales.zipcodes.csv,50590,,,,,,,,,,,,8881,943,
Distilled Spirits,project.sales.zipcodes.csv,50590,,,,,,,,,,,,673,32,
Gin,project.sales.zipcodes.csv,50590,,,,,,,,,,,,658,59,
Rum,project.sales.zipcodes.csv,50590,,,,,,,,,,,,8570,645,
Brandy,project.sales.zipcodes.csv,50590,,,,,,,,,,,,2086,203,
Amaretto,project.sales.zipcodes.csv,50590,,,,,,,,,,,,214,11,
Schnapps,project.sales.zipcodes.csv,50590,,,,,,,,,,,,2134,160,
Rum,project.sales.zipcodes.csv,50130,,,,,,,,,,,,5065,392,
Misc,project.sales.zipcodes.csv,50130,,,,,,,,,,,,1089,55,
Whisky,project.sales.zipcodes.csv,50130,,,,,,,,,,,,10465,923,
Gin,project.sales.zipcodes.csv,50130,,,,,,,,,,,,151,8,
Vodka,project.sales.zipcodes.csv,50130,,,,,,,,,,,,10034,1338,
Brandy,project.sales.zipcodes.csv,50130,,,,,,,,,,,,439,17,
Schnapps,project.sales.zipcodes.csv,50130,,,,,,,,,,,,505,37,
Distilled Spirits,project.sales.zipcodes.csv,50130,,,,,,,,,,,,310,14,
Amaretto,project.sales.zipcodes.csv,50130,,,,,,,,,,,,41,6,
Tequila,project.sales.zipcodes.csv,50130,,,,,,,,,,,,703,32,
Rum,project.sales.zipcodes.csv,50228,,,,,,,,,,,,3037,195,
Whisky,project.sales.zipcodes.csv,50228,,,,,,,,,,,,9755,659,
Gin,project.sales.zipcodes.csv,50228,,,,,,,,,,,,131,7,
Vodka,project.sales.zipcodes.csv,50228,,,,,,,,,,,,7447,957,
Misc,project.sales.zipcodes.csv,50228,,,,,,,,,,,,942,45,
Brandy,project.sales.zipcodes.csv,50228,,,,,,,,,,,,131,8,
Schnapps,project.sales.zipcodes.csv,50228,,,,,,,,,,,,466,32,
Distilled Spirits,project.sales.zipcodes.csv,50228,,,,,,,,,,,,57,1,
Tequila,project.sales.zipcodes.csv,50228,,,,,,,,,,,,216,9,
Rum,project.sales.zipcodes.csv,50680,,,,,,,,,,,,2633,175,
Whisky,project.sales.zipcodes.csv,50680,,,,,,,,,,,,7385,617,
Gin,project.sales.zipcodes.csv,50680,,,,,,,,,,,,114,15,
Vodka,project.sales.zipcodes.csv,50680,,,,,,,,,,,,6214,760,
Brandy,project.sales.zipcodes.csv,50680,,,,,,,,,,,,129,11,
Misc,project.sales.zipcodes.csv,50680,,,,,,,,,,,,653,32,
Schnapps,project.sales.zipcodes.csv,50680,,,,,,,,,,,,358,28,
Distilled Spirits,project.sales.zipcodes.csv,50680,,,,,,,,,,,,388,17,
Tequila,project.sales.zipcodes.csv,50680,,,,,,,,,,,,184,6,
Misc,project.sales.zipcodes.csv,52068,,,,,,,,,,,,1039,46,
Whisky,project.sales.zipcodes.csv,52068,,,,,,,,,,,,14269,903,
Gin,project.sales.zipcodes.csv,52068,,,,,,,,,,,,245,15,
Vodka,project.sales.zipcodes.csv,52068,,,,,,,,,,,,8985,810,
Rum,project.sales.zipcodes.csv,52068,,,,,,,,,,,,4888,306,
Brandy,project.sales.zipcodes.csv,52068,,,,,,,,,,,,833,30,
Schnapps,project.sales.zipcodes.csv,52068,,,,,,,,,,,,1067,64,
Distilled Spirits,project.sales.zipcodes.csv,52068,,,,,,,,,,,,564,25,
Amaretto,project.sales.zipcodes.csv,52068,,,,,,,,,,,,24,4,
Tequila,project.sales.zipcodes.csv,52068,,,,,,,,,,,,564,18,
Rum,project.sales.zipcodes.csv,50033,,,,,,,,,,,,5410,364,
Whisky,project.sales.zipcodes.csv,50033,,,,,,,,,,,,16611,1141,
Gin,project.sales.zipcodes.csv,50033,,,,,,,,,,,,500,33,
Vodka,project.sales.zipcodes.csv,50033,,,,,,,,,,,,9622,868,
Brandy,project.sales.zipcodes.csv,50033,,,,,,,,,,,,204,12,
Misc,project.sales.zipcodes.csv,50033,,,,,,,,,,,,2629,107,
Schnapps,project.sales.zipcodes.csv,50033,,,,,,,,,,,,710,46,
Tequila,project.sales.zipcodes.csv,50033,,,,,,,,,,,,577,22,
Distilled Spirits,project.sales.zipcodes.csv,52656,,,,,,,,,,,,11,0,
Distilled Spirits,project.sales.zipcodes.csv,50003,,,,,,,,,,,,1626,69,
Distilled Spirits,project.sales.zipcodes.csv,52175,,,,,,,,,,,,335,14,
Misc,project.sales.zipcodes.csv,52207,,,,,,,,,,,,2588,111,
Tequila,project.sales.zipcodes.csv,52207,,,,,,,,,,,,385,18,
Whisky,project.sales.zipcodes.csv,52207,,,,,,,,,,,,14921,1173,
Gin,project.sales.zipcodes.csv,52207,,,,,,,,,,,,353,46,
